author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
Аристократ;real_estate_agent;https://spb.cian.ru/rent/flat/294427177/;Санкт-Петербург;rent;flat;6;11;1;40.0;475;19000;0;Красносельский; Коммунаров;124;Проспект Ветеранов
Надежда Ширяева;realtor;https://spb.cian.ru/rent/flat/293527933/;Санкт-Петербург;rent;flat;5;6;3;90.0;777;70000;0;Василеостровский;9-я Васильевского острова линия;48;Василеостровская
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/293749361/;Санкт-Петербург;rent;flat;3;4;1;52.0;1250;65000;0;Приморский; Новая;51к60;
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/292856009/;Санкт-Петербург;rent;flat;1;13;1;26.0;692;18000;0;Приморский;Планерная ;97к2;
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/295244011/;Санкт-Петербург;rent;flat;2;3;5;250.0;2000;500000;0;Петроградский;2-я Березовая аллея;19;Черная речка
ID 92333989;homeowner;https://spb.cian.ru/rent/flat/295892987/;Санкт-Петербург;rent;flat;5;6;1;36.0;1527;55000;0;Петроградский; Ленина;14;Петроградская
АТЛАНТА;real_estate_agent;https://spb.cian.ru/rent/flat/295893254/;Санкт-Петербург;rent;flat;2;5;2;45.6;548;25000;0;Калининский;Гражданский проспект;113К2;Гражданский проспект
ID 98408387;homeowner;https://spb.cian.ru/rent/flat/293942628/;Санкт-Петербург;rent;flat;4;4;3;103.4;967;100000;0;Адмиралтейский;Английский проспект;62;Балтийская
ID 88754679;realtor;https://spb.cian.ru/rent/flat/295710725/;Санкт-Петербург;rent;flat;2;5;2;52.0;653;34000;0;Выборгский; Харченко;3;Лесная
Аристократ;real_estate_agent;https://spb.cian.ru/rent/flat/267046073/;Санкт-Петербург;rent;flat;5;12;1;35.0;571;20000;0;Выборгский;проспект Тореза;24;Площадь Мужества
ID 98826453;realtor;https://spb.cian.ru/rent/flat/295746759/;Санкт-Петербург;rent;flat;3;9;3;60.0;600;36000;0;Выборгский; Карбышева;4К1;Площадь Мужества
ID 45443479;homeowner;https://spb.cian.ru/rent/flat/284903913/;Санкт-Петербург;rent;flat;5;16;1;41.0;731;30000;0;Невский; Крыленко;1к1с4;Улица Дыбенко
Петербургский Риэлтор;real_estate_agent;https://spb.cian.ru/rent/flat/289685319/;Санкт-Петербург;rent;flat;9;27;1;25.2;793;20000;0;Приморский;аллея Арцеуловская;21;Комендантский проспект
ID 18268714;realtor;https://spb.cian.ru/rent/flat/295707253/;Санкт-Петербург;rent;flat;10;18;2;52.0;1634;85000;0;Василеостровский; Челюскина;6;Приморская
ID 78554949;realtor;https://spb.cian.ru/rent/flat/295316266/;Санкт-Петербург;rent;flat;1;16;2;60.0;450;27000;0;Красногвардейский;проспект Ударников;41К1;Новочеркасская
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295252029/;Санкт-Петербург;rent;flat;11;21;1;27.0;851;23000;0;Приморский;Комендантский проспект;66к7;Комендантский проспект
ID 12978672;unknown;https://spb.cian.ru/rent/flat/189366067/;Санкт-Петербург;rent;flat;5;5;1;31.0;1000;31000;0;Московский;Варшавская ;17;Электросила
ID 80942232;unknown;https://spb.cian.ru/rent/flat/293082826/;Санкт-Петербург;rent;flat;3;3;3;106.0;990;105000;0;Курортный;Нагорная ;2;
ПетербургНедвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/293994860/;Санкт-Петербург;rent;flat;8;9;1;38.0;578;22000;0;Курортный;набережная Реки Сестры;9;
ID 13026153;unknown;https://spb.cian.ru/rent/flat/295244243/;Санкт-Петербург;rent;flat;15;20;1;33.1;1145;37900;0;Приморский;Комендантский проспект;65;
ID 108894566;realtor;https://spb.cian.ru/rent/flat/294931628/;Санкт-Петербург;rent;flat;2;4;3;67.0;701;47000;0;Пушкинский; Вячеслава Шишкова;16;Купчино
Феникс Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295723367/;Санкт-Петербург;rent;flat;2;4;2;42.0;523;22000;0;Колпинский; Александра Товпеко;11;Рыбацкое
ID 94324673;homeowner;https://spb.cian.ru/rent/flat/276863463/;Санкт-Петербург;rent;flat;18;25;3;80.0;875;70000;0;Приморский;проспект Сизова;21;Комендантский проспект
ID 16094349;unknown;https://spb.cian.ru/rent/flat/295830497/;Санкт-Петербург;rent;flat;5;12;1;24.0;1458;35000;0;Выборгский;Светлановский проспект;8;Удельная
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295741928/;Санкт-Петербург;rent;flat;15;27;1;24.0;916;22000;0;Выборгский;Заречная ;38к2;Парнас
ID 26259830;homeowner;https://spb.cian.ru/rent/flat/295812478/;Санкт-Петербург;rent;flat;8;25;1;39.5;810;32000;0;Выборгский; Михаила Дудина;25к1;Парнас
ID 49878095;official_representative;https://spb.cian.ru/rent/flat/294293983/;Санкт-Петербург;rent;flat;5;14;-1;12.3;2764;34000;0;Выборгский;Большой Сампсониевский проспект;74;Лесная
Алена Чернова;realtor;https://spb.cian.ru/rent/flat/295072025/;Санкт-Петербург;rent;flat;2;2;1;14.0;2357;33000;0;Адмиралтейский;Старо-Петергофский проспект;9а;Балтийская
Ольга Бровкина;realtor;https://spb.cian.ru/rent/flat/295841709/;Санкт-Петербург;rent;flat;2;4;2;53.0;1320;70000;0;Адмиралтейский;набережная Реки Пряжки;48Б;Нарвская
Андрей Таранущенко;realtor;https://spb.cian.ru/rent/flat/292046465/;Санкт-Петербург;rent;flat;4;6;3;124.0;2338;290000;0;Петроградский;Морской проспект;33;Крестовский остров
Денис Тарануха;realtor;https://spb.cian.ru/rent/flat/295787240/;Санкт-Петербург;rent;flat;4;7;4;103.0;1553;160000;0;Адмиралтейский;Малая Морская ;19;Адмиралтейская
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/rent/flat/293678250/;Санкт-Петербург;rent;flat;1;1;1;16.0;1250;20000;0;Красносельский; Поселковая;19;Проспект Ветеранов
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295879798/;Санкт-Петербург;rent;flat;11;11;1;57.0;789;45000;0;Московский;Краснопутиловская ;111;Московская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/291066409/;Санкт-Петербург;rent;flat;4;11;1;29.0;1379;40000;0;Выборгский;2-й Муринский проспект;36;Площадь Мужества
Ала Анатольевна Василатий;realtor;https://spb.cian.ru/rent/flat/295689731/;Санкт-Петербург;rent;flat;5;5;1;32.0;625;20000;0;Калининский;проспект Мечникова;7;Академическая
РоссМетр;real_estate_agent;https://spb.cian.ru/rent/flat/292397555/;Санкт-Петербург;rent;flat;7;7;1;21.0;1619;34000;0;Петроградский;проспект Большой Петроградской стороны;38-40;Чкаловская
Ольга Батина;realtor;https://spb.cian.ru/rent/flat/293907360/;Санкт-Петербург;rent;flat;7;14;2;65.0;615;40000;0;Московский; Типанова;34к1;Московская
ID 57305914;realtor;https://spb.cian.ru/rent/flat/295892038/;Санкт-Петербург;rent;flat;10;19;1;25.0;1400;35000;0;Приморский; Плесецкая;10с1;Комендантский проспект
Алиса Симонова;realtor;https://spb.cian.ru/rent/flat/294729075/;Санкт-Петербург;rent;flat;8;28;1;59.7;569;34000;0;Выборгский; Прокофьева;7к2;Парнас
House Estate;real_estate_agent;https://spb.cian.ru/rent/flat/294442131/;Санкт-Петербург;rent;flat;7;11;-1;30.0;1500;45000;0;Василеостровский;набережная Макарова;58с1;Приморская
ID 19941207;homeowner;https://spb.cian.ru/rent/flat/295223261/;Санкт-Петербург;rent;flat;16;23;1;25.0;920;23000;0;Красногвардейский; Чарушинская;26к1;Девяткино
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294299589/;Санкт-Петербург;rent;flat;4;5;2;80.0;1000;80000;0;Центральный;Караванная ;3/35;Гостиный двор
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/291060417/;Санкт-Петербург;rent;flat;10;11;1;22.0;1454;32000;0;Выборгский;Политехническая ;6;Площадь Мужества
ID 46921457;realtor;https://spb.cian.ru/rent/flat/295377256/;Санкт-Петербург;rent;flat;10;14;-1;15.0;1666;25000;0;Выборгский;Большой Сампсониевский проспект;74к2;Лесная
8 ЭТАЖ;real_estate_agent;https://spb.cian.ru/rent/flat/294629315/;Санкт-Петербург;rent;flat;9;18;3;110.0;590;65000;0;Калининский;Северный проспект;75к1;Академическая
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/rent/flat/280460147/;Санкт-Петербург;rent;flat;4;7;2;104.6;2581;270000;0;Петроградский;Депутатская ;26;Крестовский остров
ID 46051609;homeowner;https://spb.cian.ru/rent/flat/295688724/;Санкт-Петербург;rent;flat;17;26;1;36.5;821;30000;0;Красносельский; Маршала Казакова;50к1;Автово
Ринальди;real_estate_agent;https://spb.cian.ru/rent/flat/268013824/;Санкт-Петербург;rent;flat;2;5;1;16.0;1562;25000;0;Адмиралтейский;Московский проспект;18;Садовая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/293889337/;Санкт-Петербург;rent;flat;3;6;3;97.0;670;65000;0;Центральный;Коломенская ;15-17;Владимирская
Борис Ершов;realtor;https://spb.cian.ru/rent/flat/295466674/;Санкт-Петербург;rent;flat;9;13;1;35.0;628;22000;0;Красносельский;проспект Ветеранов;169к3;Проспект Ветеранов
